,abstract,ano,doi,keywords,periodico,titulo
49,"Highlights•In sum, growing role of cloud in Big Data ecosystem is extensively investigated.•A novel XCLOUDX classification is proposed for cloud-assisted Big Data models.•A set of important case studies on cloud Big Data models is discussed.•The as-a-Service modality of cloud computing is extensively discussed.•IoT, Smart Data, and Smart Data Lakes are briefly discussed as future directions.Today, a paradigm shift is being observed in science, where the focus is gradually shifting away from operation to data, which is greatly influencing the decision making also. The data is being inundated proactively from several sources in various forms; especially social media and in modern data science vocabulary is being recognized as Big Data. Today, Big Data is permeating through the bigger aspect of human life for scientific and commercial dependencies, especially for massive scale data analytics of beyond the exabyte magnitude. As the footprint of Big Data applications is continuously expanding, the reliability on cloud environments is also increasing to obtain appropriate, robust and affordable services to deal with Big Data challenges. Cloud computing avoids any need to locally maintain the overly scaled computing infrastructure that include not only dedicated space, but the expensive hardware and software also. Several data models to process Big Data are already developed and a number of such models are still emerging, potentially relying on heterogeneous underlying storage technologies, including cloud computing. In this paper, we investigate the growing role of cloud computing in Big Data ecosystem. Also, we propose a novel XCLOUDX {XCloudX, X…X}classification to zoom in to gauge the intuitiveness of the scientific name of the cloud-assisted NoSQL Big Data models and analyze whether XCloudX always uses cloud computing underneath or vice versa. XCloudX symbolizes those NoSQL Big Data models that embody the term “cloud” in their name, where X is any alphanumeric variable. The discussion is strengthen by a set of important case studies. Furthermore, we study the emergence of as-a-Service era, motivated by cloud computing drive and explore the new members beyond traditional cloud computing stack, developed in the past couple of years.",2016,https://doi.org/10.1016/j.future.2016.01.003,"['Cloud', 'Big Data', 'Smart Data and Lakes', 'IoT', 'XCLOUDX', 'as-a-Service']",Future Generation Computer Systems,Expanded cloud plumes hiding Big Data ecosystem
50,"Building trust in buyer–seller relationships is a focal issue in relationship marketing. However, there are mixed results concerning the performance outcomes of trust. Also, no attention has been given to linking supplier performance aspects to the development of trusting relationships. In this study we propose a conceptual model of supplier performance drivers and customer loyalty consequences of trust in supplier–organizational customer relationships. We test the model relationships using data from three different countries, namely, France, Hungary, and the U.K., in an effort to assess the extent to which the development and outcomes of trust are consistent across different countries. The results suggest that supplier performance in product quality and sales service quality is conducive to trust building across all three countries. Supplier performance in technical repair service support enhances trust in the market contexts of France and Hungary, but has no significant effect in the case of the U.K. Nonetheless, supplier performance in complaint handling has a positive effect on trust in the U.K. and French contexts, but no link is established in the context of Hungary. Further, the results show that trust enhances customer loyalty across all countries. Moreover, we find that firm size negatively moderates the trust–loyalty relationship in all the countries, with this link being not significant among larger firms in France and Hungary. The results have important theoretical and practical implications for international relationship marketing.",2017,https://doi.org/10.1016/j.indmarman.2017.02.005,"['Trust', 'Supplier performance', 'Customer loyalty', 'Relationship marketing']",Industrial Marketing Management,The role of supplier performance in building customer trust and loyalty: A cross-country examination
51,"Highlights•We analyze the design processes of intelligent systems as undertaken by designers.•We present the five underlying process archetypes.•We propose an improved design process, supporting system designers in their design task.Ubiquitous sensing allows systems to exploit almost any kind of context, and enables the design of intelligent systems that are aware of their context and adapt their behavior accordingly. As such systems have a number of properties, which distinguish them from traditional systems, their design requires a new approach to requirements engineering and to product development. While existing contributions concentrate on individual aspects in the design process, there is a lack of a holistic perspective on the design of intelligent systems. Considering the entire design process, would allow for the creation of better functioning designs, as has been demonstrated in various fields of system design. Furthermore, little is known about how people design intelligent systems. A deep understanding about design practices is, though, a prerequisite for coming up with systematic improvements. The contribution of this paper is twofold: First, based on interviews, we analyze the design processes undertaken by designers, and present five underlying process archetypes. We focus on how designers identify, select, and consider context across the entire design process. Second, we propose an improved design process for intelligent systems that aims at supporting system designers in their design task in order to serve an organization's, and/or users’ needs.",2016,https://doi.org/10.1016/j.jss.2015.10.041,"['System design', 'Design process', 'Context selection']",Journal of Systems and Software,Considering context in the design of intelligent systems: Current practices and suggestions for improvement
52,"Highlights•We studied the topic diffusion in a medical forum.•Using Web/text/data mining techniques, we identify needs in medical industry.•We track the change of the needs and interests of Alzheimer's disease patients.•We propose to use the epidemic model for foresight supports in medical industry.•We demonstrate the usefulness of this research as the foresight support system.In this study, we propose the web forum analysis model that can support corporate foresight activities. The medical industry can utilize the rich, objective decision-making data contained within web forums through which participants who have common interests disseminate and receive information and form self-contained communities. We collect and analyze the contents of the web forum using Web, text, and data mining techniques. We identify the major needs of Alzheimer disease patients and their families. We also show how to track the time-series patterns of major topics providing insight to the medical industry. Furthermore, we study the dynamic mechanisms of major needs using the epidemic model and describe how users in a web forum collectively participate in topic discussions. Using the proposed model, the medical industry can predict the future market by estimating how long a topic will persist and how strongly a topic attracts attention.",2015,https://doi.org/10.1016/j.techfore.2013.12.006,"['Medical web forum', ""Alzheimer's disease"", 'Epidemic model', 'Foresight support system for medical industry', 'Informational/emotional support']",Technological Forecasting and Social Change,Modeling the dynamics of medical information through web forums in medical industry
53,"Highlights•Using ‘Halal tourism’ and `Islamic tourism’ as the same terms could be questionable.•Awareness among Muslim increased to select Halal travel options for their needs.•Non-Muslim destinations offered Muslim friendly solutions/options to scenario seen as problematic by Muslim travellers•Halal tourism industry could be competitive in the coming next years in non-Muslim destinations.Tourism recognizes the growing interest in Halal tourism from both the perspectives of industry and research. Halal tourism can be summarized by any object or action which is permissible to use or engage in tourism industry, according to Islamic teachings. Therefore, the success of developing and marketing Halal tourism destination must be guided by the adoption of Islamic teachings and principles in all aspects of tourism activities. This paper explores the concept of Halal tourism along with the components which constitute the industry. It provides worldwide examples of some of the current best practises. The opportunities and challenges in developing and marketing Halal tourism are also discussed.",2016,https://doi.org/10.1016/j.tmp.2015.12.008,"['Halal', 'Tourism', 'Muslim friendly', 'Destination marketing']",Tourism Management Perspectives,"Halal tourism: Concepts, practises, challenges and future"
54,"Customer referral reward programs have recently gained popularity as beneficial customer acquisition tools. This research aims to explore the impact of reward type, specifically with regard to the differential effects of monetary versus in-kind rewards, on referral success. We find that although consumers prefer monetary rewards to in-kind rewards because of the greater economic value of monetary rewards, the higher social costs associated with money offset this benefit and even render money an inferior incentive when the recommendation is not well justified. Through four experiments, we demonstrate that monetary rewards (vs. in-kind rewards) lead to less referral generation and acceptance, especially when the recommended brands are weak (Studies 1 and 4), and that perceived social costs mediate the interactive effect of reward type and brand strength (Studies 1 and 3). Moreover, by increasing the economic benefit or decreasing the social costs associated with monetary rewards, we restore the effectiveness of monetary rewards as incentives. Compared with in-kind rewards, monetary rewards perform equally well when the reward is sufficiently large (Study 2), and they perform even better when both the recommender and the receiver are rewarded (Study 3). This research extends the literature on the psychological consequences of money and provides novel insights into the customer referral process.",2014,https://doi.org/10.1016/j.ijresmar.2013.08.005,"['Referral reward program', 'Customer acquisition', 'Monetary reward', 'In-kind reward', 'Psychological cost']",International Journal of Research in Marketing,When giving money does not work: The differential effects of monetary versus in-kind rewards in referral reward programs
55,"Highlights•We present a big data analytics capability (BDAC) model.•We frame BDAC on firm performance (FPER) using the RBV and the entanglement view of sociomaterialism.•We confirm the impact of BDAC on FPER and the role of business strategy alignment.The recent interest in big data has led many companies to develop big data analytics capability (BDAC) in order to enhance firm performance (FPER). However, BDAC pays off for some companies but not for others. It appears that very few have achieved a big impact through big data. To address this challenge, this study proposes a BDAC model drawing on the resource-based theory (RBT) and the entanglement view of sociomaterialism. The findings show BDAC as a hierarchical model, which consists of three primary dimensions (i.e., management, technology, and talent capability) and 11 subdimensions (i.e., planning, investment, coordination, control, connectivity, compatibility, modularity, technology management knowledge, technical knowledge, business knowledge and relational knowledge). The findings from two Delphi studies and 152 online surveys of business analysts in the U.S. confirm the value of the entanglement conceptualization of the higher-order BDAC model and its impact on FPER. The results also illuminate the significant moderating impact of analytics capability–business strategy alignment on the BDAC–FPER relationship.",2016,https://doi.org/10.1016/j.ijpe.2016.08.018,"['Capabilities', 'Entanglement view', 'Big data analytics', 'Hierarchical modeling']",International Journal of Production Economics,How to improve firm performance using big data analytics capability and business strategy alignment?
56,"Highlights•Strong internal governance by the governor and legislature matter.•Team approach to innovation is necessary.•It is unmistakable that innovation leads to higher performance within government.In the public sector, the strategic quest for IT-based innovation often starts by hiring a successful private sector CIO and hoping his or her prior experience will transfer. However this often ignores the existence and influence of other entities and IT governance structures that form the innovation ecosystem. Applying the legal view of agency theory to the U.S. state innovation ecosystem and using a crisp-set Qualitative Comparative Analysis (csQCA) approach, we investigate factors that are associated with public sector IT-based innovation. We find that CIO characteristics, structural oversight mechanisms, CIO relationships with authorities, and the state environment combine to form configurations that lead to both high and low performance.",2016,https://doi.org/10.1016/j.jsis.2016.08.003,"['Chief Information Officers', 'Organizational Innovation', 'IT governance', 'Legal view of agency theory', 'Qualitative Comparative Analysis (QCA)', 'Ecosystem']",The Journal of Strategic Information Systems,Governing innovation in U.S. state government: An ecosystem perspective
57,"Highlights•Multiple case study of emergent software ecosystems of Small-to-Medium Enterprises (SMEs).•Theory building process underpinned by well-established conceptual works on power literature.•Substantive theory to explain how power and dependence manifest in a software ecosystem.•Interactions among different forms of power and corresponding sources of power adopted by SMEs.In a software ecosystem, partner companies rely on each other to succeed and survive. This scenario of mutual dependence entails a flow of power among companies. Power is an intrinsic property of their relationship and an asset to be exercised with a degree of intentionality. This paper presents a substantive theory to explain how power and dependence manifest in partnerships among small-to-medium enterprises (SMEs) building a software ecosystem. We performed exploratory case studies of two emerging software ecosystems formed by SMEs. We interpreted the results in light of a theoretical framework underpinned by French and Raven's power taxonomy. Finally, we performed a cross-case analysis to evaluate our findings and build the theory. The proposed theory highlights the interactions among different forms of power and corresponding sources of power employed by companies. It provides a better understanding on how power and dependence influence the behaviour and coordination of companies within a software ecosystem. The theory is a useful lens for researchers to explore ecosystem partnerships by understanding the structure and impact of power relationships between partners. In addition, it is a valuable tool for companies to analyse power distribution and define sustainable strategies for software ecosystem governance.",2017,https://doi.org/10.1016/j.jss.2017.08.044,"['Software ecosystem', 'Small-to-medium enterprises', 'Power', 'Dependence', 'Multiple case studies']",Journal of Systems and Software,A theory of power in emerging software ecosystems formed by small-to-medium enterprises
58,"Conflicts are an inherent part of organizational life and managers deal with confrontations and conflicts on an almost daily basis. EIS implementations are a type of change that often leads to open or hidden conflicts. Managers and others involved can only deal with such conflicts effectively if they understand the nature and causes of enterprise information system conflicts (EIS conflicts). To contribute to such an understanding, this study focuses on the analysis of EIS conflicts. In so doing, it aims to identify various types of IS conflicts and to develop a framework that can be helpful in assessing these conflicts. To this end, we have conducted a meta-ethnographic study – that is, we synthesized earlier case studies in which EIS conflicts are described. We purposefully selected eleven qualitative descriptions of EIS conflicts and we analyzed the topics, contexts, and processes of these conflicts. Based on this analysis, we propose a two-dimensional framework of EIS conflicts that leads to a categorization involving four EIS conflict types: task, implementation process, structure, and value conflicts. Based on the conflicts that were studied, this paper also reveals that, in reality, many EIS conflicts have a hybrid form and develop from one type to another over time.",2014,https://doi.org/10.1016/j.protcy.2014.10.070,"['EIS implementation', 'Conflict', 'Conflict types', 'Resistance', 'Meta-ethnography']",Procedia Technology,Towards a Framework of Enterprise Information System Conflicts
59,"Highlights•This study proves the value of telematics-based data in the risk selection process of an insurance company•It compares the performance of three models in this context: a logistic regression, random forests and artificial neural networks model•This research illustrates the importance of industry knowledge in the variable creation process•Three months of data is sufficient to obtain the best risk estimationsThe advent of the Internet of Things enables companies to collect an increasing amount of sensor generated data which creates plenty of new business opportunities. This study investigates how this sensor data can improve the risk selection process in an insurance company. More specifically, several risk assessment models based on three different data mining techniques are augmented with driving behaviour data collected from In-Vehicle Data Recorders. This study proves that including standard telematics variables significantly improves the risk assessment of customers. As a result, insurers will be better able to tailor their products to the customers' risk profile. Moreover, this research illustrates the importance of including industry knowledge, combined with data expertise, in the variable creation process. Especially when a regulator forces the use of easily interpretable data mining techniques, expert-based telematics variables are able to improve the risk assessment model in addition to the standard telematics variables. Further, the results suggest that if a manager wants to implement Usage-Based-Insurances, Pay-As-You-Drive related variables are most valuable to tailor the premium to the risk. Finally, the study illustrates that this new type of telematics-based insurance product can quickly be implemented since three months of data is already sufficient to obtain the best risk estimations.",2017,https://doi.org/10.1016/j.dss.2017.04.009,"['Internet of things', 'Usage-based-insurance', 'Risk assessment model', 'Logistic regression', 'Random forests', 'Artificial neural networks']",Decision Support Systems,The value of vehicle telematics data in insurance risk selection processes
60,"It has never been more important for businesses to strengthen their IT security. Amid a growing, more sophisticated range of threats and increasing EU legislation that will dispense large fines to those failing to smarten up and protect their data, time is now of the essence.Amid a growing, more sophisticated range of threats and increasing EU legislation that will dispense large fines to those failing to smarten up and protect their data, organisations need to get their act together.It's important that all businesses prepare themselves for the new regulations – and do it now. In the process, they may find they accrue a number of business benefits. The technologies and processes they need to put in place will make them more resilient to today's threats and could even be used as a market differentiator, argues Stuart Hooson of Pinnacle Technology Group.",2015,https://doi.org/10.1016/S1353-4858(15)30048-9,[],Network Security,Smarten your data security before new EU legislation or risk corporate loss
61,"The assessment of shelter needs of displaced people in the aftermath of major earthquake events is one the main challenges that emergency responders currently have to face. Based on the scale of the disaster, the short-term shelter demand can turn into a temporary housing need for displaced population, which is a local government responsibility. The study presented in this paper is focused on a critical review of currently available methodologies and corresponding software packages that were developed specifically for estimating the number of displaced people and those who will most likely seek public sheltering and will need temporary housing. The main features and shortcomings of such tools are highlighted and interpreted with a view to future improvement and application in the disaster management field. Two software tools, ERGO-EQ and HAZUS-MH, have been identified as more exhaustive in considering all the different variables involved in the shelter needs estimation. For this reason, this study also includes a full application of those two software tools to a real case study. Specifically, the modelling of the February 22nd, 2011 Christchurch earthquake is presented, in which hazard, vulnerability and exposure (both physical and social) were characterized over a specific area of Christchurch urban area as input to the aforementioned software tools. The employed tools yielded different results in terms of dislocated people and shelter needs estimates, for which a brief discussion is presented on possible ways to improve and to better reflect the local conditions, in order to produce more realistic outputs.",2017,https://doi.org/10.1016/j.ijdrr.2016.11.010,"['Seismic risk', 'Short-term shelter needs', 'Predictive models', 'Temporary housing software tools', '22nd February 2011 Christchurch earthquake']",International Journal of Disaster Risk Reduction,Predictive models for post disaster shelter needs assessment
62,"This paper addresses the operations challenges of effectively managing professional services on a global scale. The specific context for the study is professional engineering services and particularly those that are delivered globally – global engineering services (GES). Estimates suggest that the market for GES was around US$930 billion in 2012, rising to US$1.4 trillion by 2020 (ISG, 2013). Yet this influential sector receives scant attention in the operations management literature. The paper draws on six case studies to explore the operations management challenges of delivering GES. In doing so the paper introduces the concept of network capabilities for GES, highlighting the centrality that: (i) network resources – accessing and deploying dispersed resources, (ii) network coordination – coordinating and integrating network activities, and (iii) network learning – collective learning and knowledge management, all play in enabling the successful operational management of GES.",2016,https://doi.org/10.1016/j.jom.2016.03.006,"['Global engineering services (GES)', 'Network capabilities', 'Professional service operations management (PSOM)']",Journal of Operations Management,Global engineering services: Shedding light on network capabilities
63,"With corporate investment in Big Data of $34 billion in 2013 growing to $232 billion through 2016 (Gartner 2012), the Big 4 accounting firms are aiming to be at the forefront of Big Data implementations. Notably, they see Big Data as an increasingly essential part of their assurance practice. We argue that while there is a place for Big Data in auditing, its application to auditing is less clear than it is in the other fields, such as marketing and medical research. The objectives of this paper are to: (1) provide a discussion of both the inhibitors of incorporating Big Data into financial statement audits; and (3) present a research agenda to identify approaches to ameliorate those inhibitors.",2016,https://doi.org/10.1016/j.accinf.2016.07.004,"['Big Data', 'Auditing', 'Accounting information systems']",International Journal of Accounting Information Systems,Incorporating big data in audits: Identifying inhibitors and a research agenda to address those inhibitors
64,"Highlights•We study KM software-organisation misalignment in a professional service firm.•Providing insights into the sources of misalignment in KM implementation.•Demonstrating the institutional forces’ impact on IT implementation and design.•Providing some lessons learned for practitioners in KM software implementation.Inspired by the proposition that “Enterprise IS configurations chosen by the organisations will encode institutionalised principles into these systems” (Gosain, 2004, p. 169), this study seeks to draw attention to potential sources of misalignment between knowledge management (KM) software and the implementing organisation from an institutional theory perspective. Using a case of a global consultancy firm, the study elucidates such misalignments as the consequence of different institutional contexts where technology developers and adopters operate. This study demonstrates how institutional forces affect the implementation project and provides some lessons learned for organisations that are rich in high-value text-based knowledge for making decisions.",2014,https://doi.org/10.1016/j.ijinfomgt.2013.11.003,"['Knowledge management', 'Software', 'Misalignment', 'Institutional theory', 'Consultancy firm']",International Journal of Information Management,Understanding knowledge management software-organisation misalignments from an institutional perspective: A case study of a global IT-management consultancy firm
65,"Highlights•Customer checkin information available through location-base services has shown strong predictive power on business performance.•Both focal restaurants’ and their neighbors’ customer checkin data can be used as leading indicators of business failure.•The more competitors that are nearby, the less likely a restaurant will fail.•Closer neighbors’ checkin history data has a higher impact on business failure compared to further neighbors.Mobile-enabled location-based services are generating a huge amount of customer checkin data every day. It is vital to understand how small businesses, like restaurants, use this real-time data to make better-informed business operation decisions in this mobile marketing era. Using data collected from Foursquare, a leading location-based service provider, and Yelp, we aim to find out the predictive power of customer checkins on business failure of restaurants in New York City by using several predictive modeling techniques, such as Neural Network, Logit model and K-nearest neighbor. Our findings are encouraging. The customer checkin data from both a focal restaurant and its neighbors have shown strong predictive power on business failure. Compared to the baseline model in which we only use business characteristic variables to predict failure, incorporating the checkin data captured from location-based services gives a remarkable improvement on predictive accuracy. Our findings provide the foundation for future studies on the predictive power of information obtained from location-based services on business operations.",2015,https://doi.org/10.1016/j.dss.2015.04.010,"['Location-based services', 'Predictive modeling', 'Logit model', 'Neural network', 'K-nearest neighbor']",Decision Support Systems,On the brink: Predicting business failure with mobile location-based checkins
66,"Cluster ensembles have been shown to be better than any standard clustering algorithm at improving accuracy and robustness across different data collections. This meta-learning formalism also helps users to overcome the dilemma of selecting an appropriate technique and the corresponding parameters, given a set of data to be investigated. Almost two decades after the first publication of a kind, the method has proven effective for many problem domains, especially microarray data analysis and its down-streaming applications. Recently, it has been greatly extended both in terms of theoretical modelling and deployment to problem solving. The survey attempts to match this emerging attention with the provision of fundamental basis and theoretical details of state-of-the-art methods found in the present literature. It yields the ranges of ensemble generation strategies, summarization and representation of ensemble members, as well as the topic of consensus clustering. This review also includes different applications and extensions of cluster ensemble, with several research issues and challenges being highlighted.",2018,https://doi.org/10.1016/j.cosrev.2018.01.003,"['Data clustering', 'Cluster ensemble', 'Theoretical extension', 'Domain specific application']",Computer Science Review,Cluster ensembles: A survey of approaches with recent extensions and applications
67,"Highlights•The paper explores how solution integrators and their suppliers act to achieve power.•Empirical analyses of three integrator and three supplier cases are carried out.•Power sources on three levels are affected: organization, relationship, and network.•Suppliers can also achieve structurally powerful network positions.•Integrators may find it very challenging to achieve strong power by information.This paper explores how companies in complex networks strive for inter-organizational power. Solution provision was chosen as the empirical context because of its highly networked nature and the complex power relationships within the networks. We raise the level of analysis from buyer–supplier dyads to a network involving solution integrators, their suppliers, and the users of their respective solutions. Our findings demonstrated that the integrators and suppliers take action to shape their power sources on three different levels. In contrast to the literature regarding solution provision, our findings from the analysis of six embedded cases indicate that suppliers can also achieve structurally powerful network positions by skillfully focusing their development efforts on fostering the complementarities of power sources. In addition, our study indicates that integrators may find it notably challenging to achieve power over their suppliers by creating better access to customer information.",2015,https://doi.org/10.1016/j.pursup.2014.08.001,"['Solution provision', 'Solution network', 'Power source', 'Case study']",Journal of Purchasing and Supply Management,Striving for network power: The perspective of solution integrators and suppliers
68,"Highlights•This paper investigates attributes driving the selection of trucking services.•Data are collected from a shipper survey containing a stated choice experiment.•A mixed logit is used to model this choice and quantify willingness to pay.•Numerical example and meaningful advice for shippers and carriers is provided.This paper investigates the selection of trucking services by shippers that require the movement of truck shipments. A set of pragmatic attributes are postulated to describe trucking services. They are used in a stated choice experiment that collects data and preferences from shippers. A mixed logit model is estimated in order to test the attributes and quantifying the shipper willingness to pay for them. The results are used to provide meaningful negotiation guidance for truck-related shippers and carriers, a significant contribution to literature in transportation, logistics, and supply chain management. A numerical example illustrates the use of the model.",2014,https://doi.org/10.1016/j.tre.2014.09.004,"['Trucking', 'Freight', 'Discrete choice', 'Stated preferences', 'Willingness to pay', 'Revenue management']",Transportation Research Part E: Logistics and Transportation Review,Attributes driving the selection of trucking services and the quantification of the shipper’s willingness to pay
69,"In the era of Web 2.0, there has been an explosive growth of consumer-contributed comments at social media and electronic commerce Web sites. Applying state-of-the-art social analytics methodology to analyze the sentiments embedded in these consumer comments facilitates both firms' product design strategies and individual consumers' comparison shopping. However, existing social analytics methods often adopt coarse-grained and context-free sentiment analysis approaches. Consequently, these methods may not be effective enough to support firms and consumers' demands of fine-grained extraction of market intelligence from social media. Guided by the design science research methodology, the main contribution of our research is the design of a novel social analytics methodology that can leverage the sheer volume of consumer reviews archived at social media sites to perform a fine-grained extraction of market intelligence. More specifically, the proposed social analytics methodology is underpinned by a novel semi-supervised fuzzy product ontology mining algorithm. Evaluated based on real-world social media data, our prototype system shows remarkable performance improvement over a baseline ontology learning system and a context-free sentiment analysis system. The managerial implication of our research is that firms can apply the proposed social analytics methodology to tap into the collective social intelligence on the Web, and hence improve their product design and marketing strategies.",2014,https://doi.org/10.1016/j.dss.2014.05.005,"['Social analytics', 'Ontology mining', 'Product ontology', 'Aspect-oriented sentiment analysis', 'Social media']",Decision Support Systems,Social analytics: Learning fuzzy product ontologies for aspect-oriented sentiment analysis
70,"Highlights•We investigate the operational and strategic impacts of ‘big data’.•We draw on a systematic review and case study findings.•We present an interpretive framework that analyzes the applications of ‘big data’.•We synthesize the diverse concepts within the literature on ‘big data’.•We conclude by highlighting future research directions of ‘big data’.Big data has the potential to revolutionize the art of management. Despite the high operational and strategic impacts, there is a paucity of empirical research to assess the business value of big data. Drawing on a systematic review and case study findings, this paper presents an interpretive framework that analyzes the definitional perspectives and the applications of big data. The paper also provides a general taxonomy that helps broaden the understanding of big data and its role in capturing business value. The synthesis of the diverse concepts within the literature on big data provides deeper insights into achieving value through big data strategy and implementation.",2015,https://doi.org/10.1016/j.ijpe.2014.12.031,"['‘Big data’', 'Analytics', 'Business value', 'Issues', 'Case study', 'Emergency services', 'Literature review']",International Journal of Production Economics,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study
71,"In the last few years, Industrial Information Integration Engineering (IIIE) has attracted much attention by the information and communications technology (ICT) community. However, despite of the dynamic nature of this research area, a systematic and extensive review of recent research on IIIE is unavailable. Accordingly, this study conducts an intensive literature review on IIIE and presents an overview of IIIE's content, scope and findings, and potential research opportunities by examining existing literatures from 2006 to 2015 in all databases within Web of Science. Altogether, 497 papers related to IIIE are grouped into 37 research categories and reviewed. The results add knowledge to the existing ones by answering what the current level of development on IIIE is and what the potential future research directions of IIIE are.",2016,https://doi.org/10.1016/j.jii.2016.04.004,"['IIIE', 'Industrial information integration', 'Literature review']",Journal of Industrial Information Integration,Industrial information integration—A literature review 2006–2015
72,"By introducing the self-construal theory to the virtual brand community literature, this study examines how self-construal interacts with community rewards and public self-consciousness to influence customer participation. Based on data collected from two communities in China, we found that independent construal had a stronger positive direct effect on the intention to participate than did interdependent construal. The effect of independent construal on intention was attenuated by community reward and public self-consciousness. In comparison, the effect of interdependent construal on intention was enhanced by public self-consciousness, but this strengthening effect did not exist for community rewards. A significant association between intention and actual participation was also found.",2015,https://doi.org/10.1016/j.im.2015.04.003,"['Self-construal', 'Independence', 'Interdependence', 'Community rewards', 'Public self-consciousness', 'Participation', 'Virtual brand communities']",Information & Management,Customer participation in virtual brand communities: The self-construal perspective
73,"Highlights•We compare the impact of multiple touchpoints on consideration in four categories.•Respondents report on six touchpoints using the real-time experience tracking method.•Touchpoint positivity and not just touchpoint frequency influences consideration.•In-store communications positivity is more influential than that of ads, WOM or PR.•Peer observation, a hardly studied touchpoint, is both pervasive and persuasive.Marketers face the challenge of resource allocation across a range of touchpoints. Hence understanding their relative impact is important, but previous research tends to examine brand advertising, retailer touchpoints, word-of-mouth, and traditional earned touchpoints separately. This article presents an approach to understanding the relative impact of multiple touchpoints. It exemplifies this approach with six touchpoint types: brand advertising, retailer advertising, in-store communications, word-of-mouth, peer observation (seeing other customers), and traditional earned media such as editorial. Using the real-time experience tracking (RET) method by which respondents report on touchpoints by contemporaneous text message, the impact of touchpoints on change in brand consideration is studied in four consumer categories: electrical goods, technology products, mobile handsets, and soft drinks. Both touchpoint frequency and touchpoint positivity, the valence of the customer's affective response to the touchpoint, are modeled. While relative touchpoint effects vary somewhat by category, a pooled model suggests the positivity of in-store communication is in general more influential than that of other touchpoints including brand advertising. An almost entirely neglected touchpoint, peer observation, is consistently significant. Overall, findings evidence the relative impact of retailers, social effects and third party endorsement in addition to brand advertising. Touchpoint positivity adds explanatory power to the prediction of change in consideration as compared with touchpoint frequency alone. This suggests the importance of methods that track touchpoint perceptual response as well as frequency, to complement current analytic approaches such as media mix modeling based on media spend or exposure alone.Graphical abstractDownload full-size image",2015,https://doi.org/10.1016/j.jretai.2014.12.008,"['Retailing', 'Advertising', 'Integrated marketing communications', 'In-store communications', 'Word-of-mouth (WOM)']",Journal of Retailing,The Impact of Different Touchpoints on Brand Consideration
74,"This study draws from strategic choice theory, management fashion theory, and trust research to investigate organizational transformation toward cloud service. Considering organizations’ substantive rationality, this study proposes that SMEs’ entrepreneurial orientation and the institutional pressures received from the marketplace provide motives for their cloud transformation intention. These influences are mediated by a complex trust-building process. A survey involving 107 Chinese SMEs was conducted to validate our research model. The results illustrate that SMEs’ trust building toward the cloud-related situation and artifact plays a critical role in mediating the effects of strategic orientation and institutional pressures on their cloud transformation.",2018,https://doi.org/10.1016/j.im.2017.07.001,"['Cloud service', 'Innovation adoption', 'Entrepreneurship', 'Institutional pressure', 'Trust', 'Management fashion']",Information & Management,Effects of entrepreneurship and IT fashion on SMEs’ transformation toward cloud service through mediation of trust
75,"The era of big data has resulted in the development and applications of technologies and methods aimed at effectively using massive amounts of data to support decision-making and knowledge discovery activities. In this paper, the five Vs of big data, volume, velocity, variety, veracity, and value, are reviewed, as well as new technologies, including NoSQL databases that have emerged to accommodate the needs of big data initiatives. The role of conceptual modeling for big data is then analyzed and suggestions made for effective conceptual modeling efforts with respect to big data.",2017,https://doi.org/10.1016/j.datak.2017.01.001,[],Data & Knowledge Engineering,Big data technologies and Management: What conceptual modeling can do
76,"This study adopts the expectancy confirmation theory and regret theory to investigate the effects of external reference points on repurchase behaviors and explore how customers’ search effort influences satisfaction and regret. The model was tested using data from 268 customers of an online store. Partial least squares analysis results suggest that confirmation of expectation, search effort, and alternative attractiveness are predictors of regret, which in turn influences satisfaction and repurchase intention; confirmation of expectation and search effort also exhibited considerable positive effects on satisfaction, which in turn influenced repurchase intention. In addition, prior loyalty negatively moderates the relationship between satisfaction and repurchase intention.",2017,https://doi.org/10.1016/j.im.2016.12.005,"['Expectancy confirmation theory', 'Regret', 'Alternative attractiveness', 'Information search', 'Repurchase intention', 'Satisfaction']",Information & Management,Factors influencing online shoppers’ repurchase intentions: The roles of satisfaction and regret
77,"Highlights•We assess the added value of leading and lagging information in sentiment analysis.•We analyze 17,697 Facebook status updates.•We use two classification algorithms, five times twofold cross-validation and the Friedman test.•Including leading and lagging data increases the AUC substantially.•These findings clearly indicate that including leading and lagging data is a viable strategy.The purpose of this study is to (1) assess the added value of information available before (i.e., leading) and after (i.e., lagging) the focal post's creation time in sentiment analysis of Facebook posts, (2) determine which predictors are most important, and (3) investigate the relationship between top predictors and sentiment. We build a sentiment prediction model, including leading information, lagging information, and traditional post variables. We benchmark Random Forest and Support Vector Machines using five times twofold cross-validation. The results indicate that both leading and lagging information increase the model's predictive performance. The most important predictors include the number of uppercase letters, the number of likes and the number of negative comments. A higher number of uppercase letters and likes increases the likelihood of a positive post, while a higher number of comments increases the likelihood of a negative post. The main contribution of this study is that it is the first to assess the added value of leading and lagging information in the context of sentiment analysis.",2016,https://doi.org/10.1016/j.dss.2016.06.013,"['Facebook', 'Text mining', 'Sentiment analysis', 'Machine learning', 'Social media']",Decision Support Systems,The added value of auxiliary data in sentiment analysis of Facebook posts
